"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"1852","161107_Smp_371_A","Asparagine",11.26,3702863,406658,"388935",-0.5,NA,NA,NA,11.76,"RTFlag",169660,NA,"RTFlag, ",NA
"1853","161107_Smp_371_B","Asparagine",11.27,3758321,421582,"390704",-0.1,NA,NA,NA,11.76,"RTFlag",169660,NA,"RTFlag, ",NA
"1854","161107_Smp_371_C","Asparagine",11.24,2733994,398463,"294819",0.2,NA,NA,NA,11.76,"RTFlag",169660,NA,"RTFlag, ",NA
"1855","161107_Smp_To_A","Asparagine",11.51,115528176,2244537,"9005337",-1.2,NA,NA,NA,11.76,NA,280584,NA,"",115528176
"1856","161107_Smp_To_B","Asparagine",11.49,100897048,1466887,"7997776",-0.8,NA,NA,NA,11.76,NA,280584,NA,"",100897048
"1857","161107_Smp_To_C","Asparagine",11.48,99399912,1757920,"8158960",-1,NA,NA,NA,11.76,NA,280584,NA,"",99399912
"1858","161107_Smp_Tp_A","Asparagine",11.34,88636040,792506,"8640862",-0.8,NA,NA,NA,11.76,"RTFlag",281824,NA,"RTFlag, ",NA
"1859","161107_Smp_Tp_E","Asparagine",11.29,57811972,980781,"5832633",-0.4,NA,NA,NA,11.76,"RTFlag",281824,NA,"RTFlag, ",NA
"1860","161107_Smp_Tp_F","Asparagine",11.33,56462236,572138,"5640821",-0.3,NA,NA,NA,11.76,"RTFlag",281824,NA,"RTFlag, ",NA
"1861","161107_Smp_Cy_A","Aspartic acid",12.25,46463716,0,"5314455",0,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1862","161107_Smp_Cy_B","Aspartic acid",12.27,34654464,0,"3911406",0,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1863","161107_Smp_Cy_C","Aspartic acid",12.23,42783584,499489,"5331869",-0.3,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1864","161107_Smp_2090_A","Aspartic acid",12.23,864224,0,"91263",0.3,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1865","161107_Smp_2090_B","Aspartic acid",12.17,2812389,0,"185628",0.1,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1866","161107_Smp_2090_C","Aspartic acid",12.25,1019720,0,"117959",-0.4,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1867","161107_Smp_371_A","Aspartic acid",12.2,1054551,0,"106425",-0.9,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1868","161107_Smp_371_B","Aspartic acid",12.13,1267425,0,"132724",-0.5,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1869","161107_Smp_371_C","Aspartic acid",12.09,800626,0,"109781",-0.8,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1870","161107_Smp_To_A","Aspartic acid",12.27,51038804,246843,"6042396",-1.2,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1871","161107_Smp_To_B","Aspartic acid",12.27,37585064,0,"4582128",-0.5,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1872","161107_Smp_To_C","Aspartic acid",12.31,39334892,0,"3665710",-0.7,NA,NA,NA,12.68,NA,0,NA,"",39334892
"1873","161107_Smp_Tp_A","Aspartic acid",12.17,69223904,453078,"6787057",-0.8,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1874","161107_Smp_Tp_E","Aspartic acid",12.19,42171388,0,"4041375",-0.4,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1875","161107_Smp_Tp_F","Aspartic acid",12.18,41469848,0,"4134596",-0.4,NA,NA,NA,12.68,"RTFlag",0,NA,"RTFlag, ",NA
"1876","161107_Smp_Cy_A","Butyryl-L-carnitine",5.72,411325824,2116041,"10523434",1,NA,NA,NA,5.14,"RTFlag",381301,NA,"RTFlag, ",NA
"1877","161107_Smp_Cy_B","Butyryl-L-carnitine",5.68,336676064,2426384,"8069826",1.1,NA,NA,NA,5.14,"RTFlag",381301,NA,"RTFlag, ",NA
"1878","161107_Smp_Cy_C","Butyryl-L-carnitine",5.69,453466496,2727195,"10862921",1,NA,NA,NA,5.14,"RTFlag",381301,NA,"RTFlag, ",NA
"1879","161107_Smp_2090_A","Butyryl-L-carnitine",5.38,366385,2552555,"18342",3.5,"SNFlag",NA,NA,5.14,NA,729521,NA,"SNFlag, ",NA
"1880","161107_Smp_2090_B","Butyryl-L-carnitine",5.38,758301,1768623,"22458",3.5,"SNFlag",NA,NA,5.14,NA,729521,NA,"SNFlag, ",NA
"1881","161107_Smp_2090_C","Butyryl-L-carnitine",5.14,802988,896050,"30337",3.1,"SNFlag",NA,NA,5.14,NA,729521,NA,"SNFlag, ",NA
"1882","161107_Smp_371_A","Butyryl-L-carnitine",4.56,505019,1195101,"24232",3.3,"SNFlag",NA,NA,5.14,"RTFlag",750825,NA,"SNFlag, RTFlag, ",NA
"1883","161107_Smp_371_B","Butyryl-L-carnitine",5.6,193248,2913855,"16087",2.3,"SNFlag",NA,NA,5.14,"RTFlag",750825,NA,"SNFlag, RTFlag, ",NA
"1884","161107_Smp_371_C","Butyryl-L-carnitine",5.33,736530,682819,"30811",2.9,"SNFlag",NA,NA,5.14,NA,750825,NA,"SNFlag, ",NA
"1885","161107_Smp_To_A","Butyryl-L-carnitine",5.65,118111928,3165566,"2899699",0.1,NA,NA,NA,5.14,"RTFlag",1755,NA,"RTFlag, ",NA
"1886","161107_Smp_To_B","Butyryl-L-carnitine",5.74,122917408,1926699,"3231753",0.9,NA,NA,NA,5.14,"RTFlag",1755,NA,"RTFlag, ",NA
"1887","161107_Smp_To_C","Butyryl-L-carnitine",5.72,36826052,1809428,"893259",1,NA,NA,NA,5.14,"RTFlag",1755,NA,"RTFlag, ",NA
"1888","161107_Smp_Tp_A","Butyryl-L-carnitine",5.74,47967152,0,"1208908",0.5,NA,NA,NA,5.14,"RTFlag",109050,NA,"RTFlag, ",NA
"1889","161107_Smp_Tp_E","Butyryl-L-carnitine",5.74,27987264,0,"670859",1,NA,NA,NA,5.14,"RTFlag",109050,NA,"RTFlag, ",NA
"1890","161107_Smp_Tp_F","Butyryl-L-carnitine",5.71,33726812,0,"850991",1,NA,NA,NA,5.14,"RTFlag",109050,NA,"RTFlag, ",NA
"1891","161107_Smp_Cy_A","Carnitine",10.27,543412160,3776415,"31843958",-0.4,NA,NA,NA,10.315,NA,572350,NA,"",543412160
"1892","161107_Smp_Cy_B","Carnitine",10.3,426871872,5454357,"27958926",-0.1,NA,NA,NA,10.315,NA,572350,NA,"",426871872
"1893","161107_Smp_Cy_C","Carnitine",10.27,477123392,4183520,"29899194",-0.3,NA,NA,NA,10.315,NA,572350,NA,"",477123392
"1894","161107_Smp_2090_A","Carnitine",10.27,311098848,1954306,"25270820",0.1,NA,NA,NA,10.315,NA,667512,NA,"",311098848
"1895","161107_Smp_2090_B","Carnitine",10.25,342024416,9081208,"26878946",-0.1,NA,NA,NA,10.315,NA,667512,NA,"",342024416
"1896","161107_Smp_2090_C","Carnitine",10.3,365862496,3538064,"25426592",-0.6,NA,NA,NA,10.315,NA,667512,NA,"",365862496
"1897","161107_Smp_371_A","Carnitine",10.27,265472544,2397506,"18541164",-1,NA,NA,NA,10.315,NA,422125,NA,"",265472544
"1898","161107_Smp_371_B","Carnitine",10.24,288596864,3284186,"20226230",-0.9,NA,NA,NA,10.315,NA,422125,NA,"",288596864
"1899","161107_Smp_371_C","Carnitine",10.27,246779952,2374068,"18689896",-0.9,NA,NA,NA,10.315,NA,422125,NA,"",246779952
"1900","161107_Smp_To_A","Carnitine",10.3,2879253504,35398908,"254715344",-1.7,NA,NA,NA,10.315,NA,671410,NA,"",2879253504
"1901","161107_Smp_To_B","Carnitine",10.28,2618100736,29202224,"234507664",-1.5,NA,NA,NA,10.315,NA,671410,NA,"",2618100736
"1902","161107_Smp_To_C","Carnitine",10.28,1403999232,20779296,"132583256",-1.1,NA,NA,NA,10.315,NA,671410,NA,"",1403999232
"1903","161107_Smp_Tp_A","Carnitine",10.27,1718002688,12872468,"148410528",-1.3,NA,NA,NA,10.315,NA,538828,NA,"",1718002688
"1904","161107_Smp_Tp_E","Carnitine",10.27,1206128896,11420530,"103269864",-1,NA,NA,NA,10.315,NA,538828,NA,"",1206128896
"1905","161107_Smp_Tp_F","Carnitine",10.27,1350415360,10439442,"116915240",-1,NA,NA,NA,10.315,NA,538828,NA,"",1350415360
"1906","161107_Smp_Cy_A","Citrulline",12.31,37377240,80438,"4465486",-1.4,NA,NA,NA,12.41,NA,364827,NA,"",37377240
"1907","161107_Smp_Cy_B","Citrulline",12.31,16397676,481637,"2013049",-1.1,NA,NA,NA,12.41,NA,364827,NA,"",16397676
"1908","161107_Smp_Cy_C","Citrulline",12.31,23983040,0,"2557014",-1.4,NA,NA,NA,12.41,NA,364827,NA,"",23983040
"1909","161107_Smp_2090_A","Citrulline",12.33,962611,344261,"134595",-0.3,"SNFlag",NA,NA,12.41,NA,359385,NA,"SNFlag, ",NA
"1910","161107_Smp_2090_B","Citrulline",12.12,3107221,193152,"168926",-1,NA,NA,NA,12.41,NA,359385,NA,"",3107221
"1911","161107_Smp_2090_C","Citrulline",12.34,1207179,0,"120181",-2.1,NA,NA,NA,12.41,NA,359385,NA,"",1207179
"1912","161107_Smp_371_A","Citrulline",12.23,513568,0,"63926",-3.4,NA,NA,NA,12.41,NA,90873,NA,"",513568
"1913","161107_Smp_371_B","Citrulline",12.27,671025,0,"45436",-4.3,NA,NA,NA,12.41,NA,90873,NA,"",671025
"1914","161107_Smp_371_C","Citrulline",12.2,818676,0,"73805",-2.3,NA,NA,NA,12.41,NA,90873,NA,"",818676
"1915","161107_Smp_To_A","Citrulline",12.33,55407600,1221021,"6568576",-2.4,NA,NA,NA,12.41,NA,239423,NA,"",55407600
"1916","161107_Smp_To_B","Citrulline",12.33,25682456,354222,"2864209",-1.7,NA,NA,NA,12.41,NA,239423,NA,"",25682456
"1917","161107_Smp_To_C","Citrulline",12.33,24688528,1023576,"3168453",-1.9,NA,NA,NA,12.41,NA,239423,NA,"",24688528
"1918","161107_Smp_Tp_A","Citrulline",12.25,11443353,0,"1192963",-1.8,NA,NA,NA,12.41,NA,171956,NA,"",11443353
"1919","161107_Smp_Tp_E","Citrulline",12.23,7572450,50920,"780630",-1.4,NA,NA,NA,12.41,NA,171956,NA,"",7572450
"1920","161107_Smp_Tp_F","Citrulline",12.26,6977440,0,"697540",-1.5,NA,NA,NA,12.41,NA,171956,NA,"",6977440
"1921","161107_Smp_Cy_A","Creatine",11.3,1618759,0,"106482",0.4,NA,NA,NA,11.265,NA,708971,NA,"",1618759
"1922","161107_Smp_Cy_B","Creatine",11.35,1245549,0,"96610",0.1,NA,NA,NA,11.265,NA,708971,NA,"",1245549
"1923","161107_Smp_Cy_C","Creatine",11.32,1565145,0,"117119",0.1,NA,NA,NA,11.265,NA,708971,NA,"",1565145
"1924","161107_Smp_2090_A","Creatine",11.4,771594,0,"75278",0.4,NA,NA,NA,11.265,NA,649314,NA,"",771594
"1925","161107_Smp_2090_B","Creatine",11.36,454402,559803,"67885",0.3,"SNFlag",NA,NA,11.265,NA,649314,NA,"SNFlag, ",NA
"1926","161107_Smp_2090_C","Creatine",11.34,304588,130788,"73017",-0.2,"SNFlag",NA,NA,11.265,NA,649314,NA,"SNFlag, ",NA
"1927","161107_Smp_371_A","Creatine",11.34,641025,385115,"82631",-0.8,"SNFlag",NA,NA,11.265,NA,525570,NA,"SNFlag, ",NA
"1928","161107_Smp_371_B","Creatine",11.3,411613,0,"68066",-0.4,NA,NA,NA,11.265,NA,525570,NA,"",411613
"1929","161107_Smp_371_C","Creatine",11.31,680788,555989,"63850",-0.6,"SNFlag",NA,NA,11.265,NA,525570,NA,"SNFlag, ",NA
"1930","161107_Smp_To_A","Creatine",11.34,1515424,0,"77679",-1.4,NA,NA,NA,11.265,NA,305120,NA,"",1515424
"1931","161107_Smp_To_B","Creatine",11.34,1170060,0,"125311",-0.9,NA,NA,NA,11.265,NA,305120,NA,"",1170060
"1932","161107_Smp_To_C","Creatine",11.32,885144,0,"88845",-1,NA,NA,NA,11.265,NA,305120,NA,"",885144
"1933","161107_Smp_Tp_A","Creatine",11.37,566107,948736,"54645",-1,"SNFlag",NA,NA,11.265,NA,455184,NA,"SNFlag, ",NA
"1934","161107_Smp_Tp_E","Creatine",11.34,426040,1124407,"36222",-0.8,"SNFlag",NA,NA,11.265,NA,455184,NA,"SNFlag, ",NA
"1935","161107_Smp_Tp_F","Creatine",11.3,239979,897603,"35877",-0.6,"SNFlag",NA,NA,11.265,NA,455184,NA,"SNFlag, ",NA
"1936","161107_Smp_Cy_A","Cystathionine",13.2,16801474,15956,"1658921",-5.8,NA,NA,NA,13.54,NA,0,NA,"",16801474
"1937","161107_Smp_Cy_B","Cystathionine",13.2,13441147,61731,"1360731",-5.4,NA,NA,NA,13.54,NA,0,NA,"",13441147
"1938","161107_Smp_Cy_C","Cystathionine",13.21,20228380,79189,"2203905",-5.7,NA,NA,NA,13.54,NA,0,NA,"",20228380
"1939","161107_Smp_2090_A","Cystathionine",2.49,421149,0,"218240",-6.6,NA,NA,NA,13.54,"RTFlag",5115,NA,"RTFlag, ",NA
"1940","161107_Smp_2090_B","Cystathionine",13.12,5834,0,"3877",-2.7,NA,NA,NA,13.54,"RTFlag",5115,NA,"RTFlag, ",NA
"1941","161107_Smp_2090_C","Cystathionine",2.49,1028219,0,"390556",-11.3,NA,NA,NA,13.54,"RTFlag",5115,NA,"RTFlag, ",NA
"1942","161107_Smp_371_A","Cystathionine",2.49,1114026,0,"341803",-7.1,NA,NA,NA,13.54,"RTFlag",0,NA,"RTFlag, ",NA
"1943","161107_Smp_371_B","Cystathionine",12.99,6767,0,"7187",-0.1,NA,NA,NA,13.54,"RTFlag",0,NA,"RTFlag, ",NA
"1944","161107_Smp_371_C","Cystathionine",2.48,1146757,0,"650707",-6,NA,NA,NA,13.54,"RTFlag",0,NA,"RTFlag, ",NA
"1945","161107_Smp_To_A","Cystathionine",13.23,1918625,0,"190740",-6.4,NA,NA,NA,13.54,NA,9166,NA,"",1918625
"1946","161107_Smp_To_B","Cystathionine",13.21,1567296,0,"171214",-5.8,NA,NA,NA,13.54,NA,9166,NA,"",1567296
"1947","161107_Smp_To_C","Cystathionine",13.21,1544447,0,"163833",-6,NA,NA,NA,13.54,NA,9166,NA,"",1544447
"1948","161107_Smp_Tp_A","Cystathionine",13.09,53575,0,"24569",-2.4,NA,NA,NA,13.54,"RTFlag",0,NA,"RTFlag, ",NA
"1949","161107_Smp_Tp_E","Cystathionine",13.13,10467,0,"10349",-4.7,NA,NA,NA,13.54,"RTFlag",0,NA,"RTFlag, ",NA
"1950","161107_Smp_Tp_F","Cystathionine",12.98,17629,0,"9908",-2.7,NA,NA,NA,13.54,"RTFlag",0,NA,"RTFlag, ",NA
"1951","161107_Smp_Cy_A","Cytosine",7.41,48360900,0,"2653050",0.1,NA,NA,NA,7.12,NA,4236808,NA,"",48360900
"1952","161107_Smp_Cy_B","Cytosine",7.41,36143072,0,"1873624",0.2,NA,NA,NA,7.12,NA,4236808,NA,"",36143072
"1953","161107_Smp_Cy_C","Cytosine",7.43,40778760,0,"2171424",0.1,NA,NA,NA,7.12,NA,4236808,NA,"",40778760
"1954","161107_Smp_2090_A","Cytosine",7.18,15680599,9470918,"785279",0.2,"SNFlag",NA,NA,7.12,NA,1566115,NA,"SNFlag, ",NA
"1955","161107_Smp_2090_B","Cytosine",7.38,34372092,6296161,"1170103",0.1,NA,NA,NA,7.12,NA,1566115,NA,"",34372092
"1956","161107_Smp_2090_C","Cytosine",7.2,30858416,3343612,"1280596",-0.3,NA,NA,NA,7.12,NA,1566115,NA,"",30858416
"1957","161107_Smp_371_A","Cytosine",7.41,15973758,8391875,"1069405",-0.5,"SNFlag",NA,NA,7.12,NA,878327,NA,"SNFlag, ",NA
"1958","161107_Smp_371_B","Cytosine",7.41,17663720,9989874,"1145595",-0.4,"SNFlag",NA,NA,7.12,NA,878327,NA,"SNFlag, ",NA
"1959","161107_Smp_371_C","Cytosine",7.41,16710217,7703831,"1106551",-0.6,"SNFlag",NA,NA,7.12,NA,878327,NA,"SNFlag, ",NA
"1960","161107_Smp_To_A","Cytosine",7.37,66821236,0,"2726167",-0.8,NA,NA,NA,7.12,NA,2132390,NA,"",66821236
"1961","161107_Smp_To_B","Cytosine",7.4,57991768,0,"1983139",-0.4,NA,NA,NA,7.12,NA,2132390,NA,"",57991768
"1962","161107_Smp_To_C","Cytosine",7.17,38454008,0,"1391187",-0.3,NA,NA,NA,7.12,NA,2132390,NA,"",38454008
"1963","161107_Smp_Tp_A","Cytosine",7.43,81230408,172243,"4932485",-0.8,NA,NA,NA,7.12,NA,719564,NA,"",81230408
"1964","161107_Smp_Tp_E","Cytosine",7.43,36871268,0,"1282677",-0.2,NA,NA,NA,7.12,NA,719564,NA,"",36871268
"1965","161107_Smp_Tp_F","Cytosine",7.39,61278204,0,"3096150",-0.1,NA,NA,NA,7.12,NA,719564,NA,"",61278204
"1966","161107_Smp_Cy_A","DL-Alanine, D3",11.15,14842849,16350,"1689669",5,NA,NA,NA,11.195,NA,17284456,NA,"",14842849
"1967","161107_Smp_Cy_B","DL-Alanine, D3",11.17,16785242,0,"1998120",5,NA,NA,NA,11.195,NA,17284456,NA,"",16785242
"1968","161107_Smp_Cy_C","DL-Alanine, D3",11.17,16504956,201807,"2053450",4.9,NA,NA,NA,11.195,NA,17284456,NA,"",16504956
"1969","161107_Smp_2090_A","DL-Alanine, D3",11.17,14625556,107172,"2015475",5,NA,NA,NA,11.195,NA,16908436,NA,"",14625556
"1970","161107_Smp_2090_B","DL-Alanine, D3",11.15,18387256,1275741,"2244116",5,NA,NA,NA,11.195,NA,16908436,NA,"",18387256
"1971","161107_Smp_2090_C","DL-Alanine, D3",11.13,14384237,82872,"1854956",4.4,NA,NA,NA,11.195,NA,16908436,NA,"",14384237
"1972","161107_Smp_371_A","DL-Alanine, D3",11.09,23587388,315568,"2890675",4,NA,NA,NA,11.195,NA,60295704,NA,"",23587388
"1973","161107_Smp_371_B","DL-Alanine, D3",11.09,25046408,166382,"3384712",4.5,NA,NA,NA,11.195,NA,60295704,NA,"",25046408
"1974","161107_Smp_371_C","DL-Alanine, D3",11.07,24480948,0,"3110223",4.4,NA,NA,NA,11.195,NA,60295704,NA,"",24480948
"1975","161107_Smp_To_A","DL-Alanine, D3",11.15,17679558,5545,"2010467",3.8,NA,NA,NA,11.195,NA,18542802,NA,"",17679558
"1976","161107_Smp_To_B","DL-Alanine, D3",11.18,15006208,24718,"1875254",4.6,NA,NA,NA,11.195,NA,18542802,NA,"",15006208
"1977","161107_Smp_To_C","DL-Alanine, D3",11.13,16543940,0,"1931961",4.4,NA,NA,NA,11.195,NA,18542802,NA,"",16543940
"1978","161107_Smp_Tp_A","DL-Alanine, D3",11.1,26907378,240766,"3322527",4.2,NA,NA,NA,11.195,NA,4919,NA,"",26907378
"1979","161107_Smp_Tp_E","DL-Alanine, D3",11.1,25991280,45970,"3071387",4.7,NA,NA,NA,11.195,NA,4919,NA,"",25991280
"1980","161107_Smp_Tp_F","DL-Alanine, D3",11.1,26708204,75727,"3513949",4.6,NA,NA,NA,11.195,NA,4919,NA,"",26708204
"1981","161107_Smp_Cy_A","DL-Histidine, 15N",11.13,12232876,0,"1082535",0.3,NA,NA,NA,11.27,NA,8376847,NA,"",12232876
"1982","161107_Smp_Cy_B","DL-Histidine, 15N",11.13,11979865,0,"963502",0.2,NA,NA,NA,11.27,NA,8376847,NA,"",11979865
"1983","161107_Smp_Cy_C","DL-Histidine, 15N",11.12,12730753,0,"1119171",0.2,NA,NA,NA,11.27,NA,8376847,NA,"",12730753
"1984","161107_Smp_2090_A","DL-Histidine, 15N",11.12,7787181,33256,"681130",-0.1,NA,NA,NA,11.27,NA,8612373,NA,"",7787181
"1985","161107_Smp_2090_B","DL-Histidine, 15N",11.13,17989062,0,"891997",-0.1,NA,NA,NA,11.27,NA,8612373,NA,"",17989062
"1986","161107_Smp_2090_C","DL-Histidine, 15N",11.13,6895286,0,"608791",-0.6,NA,NA,NA,11.27,NA,8612373,NA,"",6895286
"1987","161107_Smp_371_A","DL-Histidine, 15N",10.99,9326195,0,"881177",-1,NA,NA,NA,11.27,NA,28322060,NA,"",9326195
"1988","161107_Smp_371_B","DL-Histidine, 15N",11.01,10301504,0,"878257",-0.5,NA,NA,NA,11.27,NA,28322060,NA,"",10301504
"1989","161107_Smp_371_C","DL-Histidine, 15N",10.99,8391028,0,"701429",-0.5,NA,NA,NA,11.27,NA,28322060,NA,"",8391028
"1990","161107_Smp_To_A","DL-Histidine, 15N",11.15,34367252,81974,"3177894",-0.9,NA,NA,NA,11.27,NA,9094985,NA,"",34367252
"1991","161107_Smp_To_B","DL-Histidine, 15N",11.13,17306764,328837,"1750334",-0.3,NA,NA,NA,11.27,NA,9094985,NA,"",17306764
"1992","161107_Smp_To_C","DL-Histidine, 15N",11.13,20897062,247757,"2026628",-0.4,NA,NA,NA,11.27,NA,9094985,NA,"",20897062
"1993","161107_Smp_Tp_A","DL-Histidine, 15N",11.02,16169146,0,"1306613",-0.6,NA,NA,NA,11.27,NA,17302,NA,"",16169146
"1994","161107_Smp_Tp_E","DL-Histidine, 15N",11.03,11837349,0,"928502",-0.2,NA,NA,NA,11.27,NA,17302,NA,"",11837349
"1995","161107_Smp_Tp_F","DL-Histidine, 15N",11.04,12518285,192057,"989325",-0.2,NA,NA,NA,11.27,NA,17302,NA,"",12518285
"1996","161107_Smp_Cy_A","DL-Proline, D7",20.36,4533,0,"4149",-4.4,NA,NA,NA,9.355,"RTFlag",NA,NA,"RTFlag, ",NA
"1997","161107_Smp_Cy_B","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,NA,NA,"",NA
"1998","161107_Smp_Cy_C","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,NA,NA,"",NA
"1999","161107_Smp_2090_A","DL-Proline, D7",3.04,9963,0,"7330",0.7,NA,NA,NA,9.355,"RTFlag",22650,NA,"RTFlag, ",NA
"2000","161107_Smp_2090_B","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,22650,NA,"",NA
"2001","161107_Smp_2090_C","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,22650,NA,"",NA
"2002","161107_Smp_371_A","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,5214,NA,"",NA
"2003","161107_Smp_371_B","DL-Proline, D7",5.26,6696,0,"6395",-0.3,NA,NA,NA,9.355,"RTFlag",5214,NA,"RTFlag, ",NA
"2004","161107_Smp_371_C","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,5214,NA,"",NA
"2005","161107_Smp_To_A","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,3677,NA,"",NA
"2006","161107_Smp_To_B","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,3677,NA,"",NA
"2007","161107_Smp_To_C","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,3677,NA,"",NA
"2008","161107_Smp_Tp_A","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,5395,NA,"",NA
"2009","161107_Smp_Tp_E","DL-Proline, D7",20.56,5678,0,"5503",-6,NA,NA,NA,9.355,"RTFlag",5395,NA,"RTFlag, ",NA
"2010","161107_Smp_Tp_F","DL-Proline, D7",1.9,8711,0,"4757",-1.9,NA,NA,NA,9.355,"RTFlag",5395,NA,"RTFlag, ",NA
"2011","161107_Smp_Cy_A","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,NA,NA,"",NA
"2012","161107_Smp_Cy_B","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,NA,NA,"",NA
"2013","161107_Smp_Cy_C","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,NA,NA,"",NA
"2014","161107_Smp_2090_A","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,4960,NA,"",NA
"2015","161107_Smp_2090_B","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,4960,NA,"",NA
"2016","161107_Smp_2090_C","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,4960,NA,"",NA
"2017","161107_Smp_371_A","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,6357,NA,"",NA
"2018","161107_Smp_371_B","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,6357,NA,"",NA
"2019","161107_Smp_371_C","DL-Valine, D8",0.02,10851,0,"10155",-5.8,NA,NA,NA,8.965,"RTFlag",6357,NA,"RTFlag, ",NA
"2020","161107_Smp_To_A","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,12466,NA,"",NA
"2021","161107_Smp_To_B","DL-Valine, D8",0.04,8169,0,"6753",-3.3,NA,NA,NA,8.965,"RTFlag",12466,NA,"RTFlag, ",NA
"2022","161107_Smp_To_C","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,12466,NA,"",NA
"2023","161107_Smp_Tp_A","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,4148,NA,"",NA
"2024","161107_Smp_Tp_E","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,4148,NA,"",NA
"2025","161107_Smp_Tp_F","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.965,NA,4148,NA,"",NA
"2026","161107_Smp_Cy_A","Glucosylglycerol",10.5,1774797,0,"313812",5.3,NA,NA,NA,10.565,NA,6957,NA,"",1774797
"2027","161107_Smp_Cy_B","Glucosylglycerol",10.51,1027685,0,"186790",4.8,NA,NA,NA,10.565,NA,6957,NA,"",1027685
"2028","161107_Smp_Cy_C","Glucosylglycerol",10.5,2248738,0,"318520",5.4,NA,NA,NA,10.565,NA,6957,NA,"",2248738
"2029","161107_Smp_2090_A","Glucosylglycerol",10.48,1157096,0,"172293",5.8,NA,NA,NA,10.565,NA,0,NA,"",1157096
"2030","161107_Smp_2090_B","Glucosylglycerol",10.48,1401236,0,"154531",6,NA,NA,NA,10.565,NA,0,NA,"",1401236
"2031","161107_Smp_2090_C","Glucosylglycerol",10.5,769181,0,"109935",5.5,NA,NA,NA,10.565,NA,0,NA,"",769181
"2032","161107_Smp_371_A","Glucosylglycerol",10.51,60972,0,"30983",4.9,NA,NA,NA,10.565,NA,0,NA,"",60972
"2033","161107_Smp_371_B","Glucosylglycerol",10.42,101222,0,"24283",3.2,NA,NA,NA,10.565,NA,0,NA,"",101222
"2034","161107_Smp_371_C","Glucosylglycerol",10.49,13798,0,"11411",5.6,NA,NA,NA,10.565,NA,0,NA,"",13798
"2035","161107_Smp_To_A","Glucosylglycerol",10.45,1110603,0,"123014",4.8,NA,NA,NA,10.565,NA,0,NA,"",1110603
"2036","161107_Smp_To_B","Glucosylglycerol",10.44,1297667,0,"147493",5.2,NA,NA,NA,10.565,NA,0,NA,"",1297667
